Row Created Date Time, Sponsor Name, Sponsor Code, Agency Name, Agency Code,Facility Name, Facility Code, Program Name, Program Code, Populations Served, Agency Phone, Program Phone,  Program Address 1, Program Address 2, Program City, Program State, Program Zip, Operating Certificate Required?, Program Tier, Operating Certificate Duration, Program County, Program Region, Program Type Description, Program Category Description, Program Subcategory Description,Location
04/27/2018 09:52:56 AM,Niagara County Department of Mental Health,311099,Niagara County Department of Mental Health,70150,Niagara County Department of Mental Health,6875,Forensic Non-Medicaid Care Coordination,008,Adults,(716)439-7410,(716)278-8798,1001 11th Street,Trott Access Center,Niagara Falls,NY,14301,N,,,Niagara,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,"1001 11th Street
Niagara Falls, NY 14301
(43.0995, -79.050325)"
04/27/2018 09:52:56 AM,Niagara County Department of Mental Health,311099,Niagara County Department of Mental Health,70150,Niagara County Department of Mental Health,6875,Hospital Diversion Engagement Team,009,Adults,(716)439-7410,(716)278-8176,1001 11th Street,,Niagara Falls,NY,14301,N,,,Niagara,Western New York,Crisis  Intervention,Emergency,Crisis,"1001 11th Street
Niagara Falls, NY 14301
(43.0995, -79.050325)"
04/27/2018 09:52:56 AM,Niagara County Department of Mental Health,311099,Niagara County Department of Mental Health,70150,Niagara County Department of Mental Health,6875,Hospital Diversion Mobile Transition,010,Adults,(716)439-7410,(716)278-8198,1001 11th Street,,Niagara Falls,NY,14301,N,,,Niagara,Western New York,Crisis  Intervention,Emergency,Crisis,"1001 11th Street
Niagara Falls, NY 14301
(43.0995, -79.050325)"
04/27/2018 09:52:56 AM,Niagara County Department of Mental Health,311099,Niagara County Department of Mental Health,70150,Niagara County Department of Mental Health,6875,Jail Pilot Planning & Implementation Program,012,,(716)439-7410,(716)439-7410,5467 Upper Mountain Road,Suite 200,Lockport,NY,14094,N,,,Niagara,Western New York,Advocacy/Support Services,Support,Self-Help,"5467 Upper Mountain Road
Lockport, NY 14094
(43.173486, -78.737489)"
04/27/2018 09:52:56 AM,Niagara County Department of Mental Health,311099,Niagara County Department of Mental Health,70150,Niagara County Department of Mental Health,6875,Lockport Outpatient Clinic,100,Adults,(716)439-7410,(716)439-7400,5467 Upper Mountain Road,,Lockport,NY,14094-1899,Y,,36,Niagara,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"5467 Upper Mountain Road
Lockport, NY 14094-1899
(43.173486, -78.737489)"
04/27/2018 09:52:56 AM,Niagara County Department of Mental Health,311099,Niagara County Department of Mental Health,70150,Niagara County Department of Mental Health,6875,Niagara Falls Outpatient Clinic,101,Adults,(716)439-7410,(716)278-1940,1001 11th Street,Trott Access Center,Niagara Falls,NY,14301-1201,Y,,36,Niagara,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"1001 11th Street
Niagara Falls, NY 14301-1201
(43.0995, -79.050325)"
04/27/2018 09:52:56 AM,Niagara County Department of Mental Health,311099,Niagara County Department of Mental Health,70150,Niagara County Department of Mental Health,6875,Partnership Innovation for Older Adults,015,Adults,(716)439-7410,(716)278-8177,1001 Eleventh St.,,Niagara Falls,NY,14301,N,,,Niagara,Western New York,Geriatric Demo Gatekeeper,Support,General Support,"1001 Eleventh St
Niagara Falls, NY 14301
(43.0995, -79.050325)"
04/27/2018 09:52:56 AM,Niagara County Department of Mental Health,311099,Niagara County Department of Mental Health,70150,Niagara County Department of Mental Health,6875,Transitional Case Management,006,Adults,(716)439-7410,(716)278-8198,1001 11th Street,,Niagara Falls,NY,14301,N,,,Niagara,Western New York,Transition Management Services,Support,Care Coordination,"1001 11th Street
Niagara Falls, NY 14301
(43.0995, -79.050325)"
04/27/2018 09:52:56 AM,Niagara County Department of Mental Health,311099,Niagara County Department of Mental Health,70150,Niagara County Department of Mental Health,6875,Youth in Probation,011,Children Adolescents,(716)439-7410,(716)258-3519,1001 11th Street,,Niagara Falls,NY,14301,N,,,Niagara,Western New York,Outreach,Support,General Support,"1001 11th Street
Niagara Falls, NY 14301
(43.0995, -79.050325)"
04/27/2018 09:52:56 AM,Niagara Falls Memorial Medical Center,312099,Niagara Falls Memorial Medical Center,85280,Niagara Falls Memorial Medical Center,6539,Advocacy and Support Programs,002,Adults,(716)278-4000,(716)285-0045,Golisano Center For Community Healt,533 Tenth St Suite 200a,Niagara Falls,NY,14301,N,,,Niagara,Western New York,Advocacy/Support Services,Support,Self-Help,
04/27/2018 09:52:56 AM,Niagara Falls Memorial Medical Center,312099,Niagara Falls Memorial Medical Center,85280,Niagara Falls Memorial Medical Center,6539,Emergency Room,450,,(716)278-4000,(716)278-4504,621 Tenth Street,,Niagara Falls,NY,14302-0708,N,,,Niagara,Western New York,Crisis  Intervention,Emergency,Crisis,"621 Tenth Street
Niagara Falls, NY 14302-0708
(43.093433, -79.050429)"
04/27/2018 09:52:56 AM,Niagara Falls Memorial Medical Center,312099,Niagara Falls Memorial Medical Center,85280,Niagara Falls Memorial Medical Center,6539,Niagara Falls CMHC Continuing Day Treatment,301,Adults,(716)278-4000,(716)278-4557,621 Tenth Street,,Niagara Falls,NY,14301-1813,Y,,36,Niagara,Western New York,Continuing Day Treatment,Outpatient,Continuing Day Treatment,"621 Tenth Street
Niagara Falls, NY 14301-1813
(43.093433, -79.050429)"
04/27/2018 09:52:56 AM,Niagara Falls Memorial Medical Center,312099,Niagara Falls Memorial Medical Center,85280,Niagara Falls Memorial Medical Center,6539,Niagara Falls Memorial Med Ctr Child Advoc Ctr Care Coord.,004,Children Adolescents,(716)278-4000,(716)285-0045,Golisano Center For Community Healt,533 Tenth St Suite 200a,Niagara Falls,NY,14301,N,,,Niagara,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,
04/27/2018 09:52:56 AM,Niagara Falls Memorial Medical Center,312099,Niagara Falls Memorial Medical Center,85280,Niagara Falls Memorial Medical Center,6539,Niagara Falls Memorial Medical Center Clinic Treatment Prog,110,Adults,(716)278-4000,(716)278-4000,621 Tenth Street,,Niagara Falls,NY,14301-1813,Y,,36,Niagara,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"621 Tenth Street
Niagara Falls, NY 14301-1813
(43.093433, -79.050429)"
04/27/2018 09:52:56 AM,Niagara Falls Memorial Medical Center,312099,Niagara Falls Memorial Medical Center,85280,Niagara Falls Memorial Medical Center,6539,Niagara Falls Memorial Medical Center CMHC Inpatient Program,023,Adults,(716)278-4000,(716)278-4580,621 Tenth Street,,Niagara Falls,NY,14301-1813,Y,,36,Niagara,Western New York,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,"621 Tenth Street
Niagara Falls, NY 14301-1813
(43.093433, -79.050429)"
04/27/2018 09:52:56 AM,Niagara Falls Memorial Medical Center,312099,Niagara Falls Memorial Medical Center,85280,Niagara Falls Memorial Medical Center,6539,Non-Medicaid Care Coordination,003,Adults,(716)278-4000,(716)278-4561,621 Tenth Street,Cmhc/Niagara Falls Mh Center,Niagara Falls,NY,14302,N,,,Niagara,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,"621 Tenth Street
Niagara Falls, NY 14302
(43.093433, -79.050429)"
04/27/2018 09:52:56 AM,The Dale Association Inc.,575099,The Dale Association Inc.,40570,The Dale Association Inc.,6936,Community Mental Health Nurse,002,Adults,(716)433-4440,(716)433-1961x107,33 Ontario Street,,Lockport,NY,14094,N,,,Niagara,Western New York,Outreach,Support,General Support,"33 Ontario Street
Lockport, NY 14094
(43.171165, -78.693729)"
04/27/2018 09:52:56 AM,The Dale Association Inc.,575099,The Dale Association Inc.,40570,The Dale Association Inc.,6936,Peer Specialists,473,Adults,(716)433-4440,(716)433-1937,33 Ontario Street,,Lockport,NY,14094,N,,,Niagara,Western New York,Advocacy/Support Services,Support,Self-Help,"33 Ontario Street
Lockport, NY 14094
(43.171165, -78.693729)"
04/27/2018 09:52:56 AM,The Dale Association Inc.,575099,The Dale Association Inc.,40570,The Dale Association Inc.,6936,The Dale Association Counseling & Treatment Center,100,Adults,(716)433-4440,(716)693-9961,624 River Road,Suites 6 And 8,North Tonawanda,NY,14120-6561,Y,,36,Niagara,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"624 River Road
North Tonawanda, NY 14120-6561
(43.037106, -78.885516)"
04/27/2018 09:52:56 AM,The Dale Association Inc.,575099,The Dale Association Inc.,40570,The Dale Association Inc.,6936,The Dale Association Inc. PROS,004,Adults,(716)433-4440,(716)433-4443,33 Ontario Street,,Lockport,NY,14094-2815,Y,,36,Niagara,Western New York,Comprehensive PROS with Clinical Treatment,Outpatient,Personalized Recovery-Oriented Services,"33 Ontario Street
Lockport, NY 14094-2815
(43.171165, -78.693729)"
04/27/2018 09:52:56 AM,UCP of Niagara County Inc.,216099,UCP of Niagara County Inc.,40060,UCP of Niagara County Inc.,6980,Ongoing Integrated Supported Employment Services,002,Adults,(716)297-0798,(716)299-0851,4701 Military Rd,,Niagara Falls,NY,14305,N,,,Niagara,Western New York,Ongoing Integrated Supported Employment Services,Support,Vocational,"4701 Military Rd
Niagara Falls, NY 14305
(43.129377, -79.00633)"
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Adult Community Residence,436,Adults,(315)724-2158,Not Available,,,,NY,,Y,1,36,Oneida,Central New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Albany Street Community Residence,430,Adults,(315)724-2158,Not Available,,,,NY,,Y,1,36,Oneida,Central New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Cath Char O-M/MRT Supp Housing Oneida Cty - Comm Svcs,632,Adults,(315)724-2158,Not Available,,,,NY,,N,,,Oneida,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Cath Char O-M SH/Forensic SP>PC>SH - Comm Svcs,635,Adults,(315)724-2158,Not Available,,,,NY,,N,,,Oneida,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Cath Char O-M SH/Forensic Supp Housing - Comm Svcs,633,Adults,(315)724-2158,Not Available,,,,NY,,N,,,Oneida,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Cath Char O-M SH/Transformation SH Oneida Cty - Comm Svcs,634,Adults,(315)724-2158,Not Available,,,,NY,,N,,,Oneida,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Cath Char RC Dio Syr SH/Oneida Cty PC Long Stay Comm Svcs,631,Adults,(315)724-2158,Not Available,,,,NY,,N,,,Oneida,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Catholic Char/Utica-Rome- Supported Housing-Comm.Svcs.,630,Adults,(315)724-2158,Not Available,,,,NY,,N,,,Oneida,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Churchill Avenue Community Residence,437,Adults,(315)724-2158,Not Available,,,,NY,,Y,1,36,Oneida,Central New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,CSS Transportation - Utica,504,,(315)724-2158,(315)724-2150x0258,1408 Genesee Street,,Utica,NY,13502-4783,N,,,Oneida,Central New York,Transportation,Support,General Support,"1408 Genesee Street
Utica, NY 13502-4783
(43.094784, -75.244793)"
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,North George Street Community Residence,441,Adults,(315)724-2158,Not Available,,,,NY,,Y,1,36,Oneida,Central New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Noyes Street Community Residence,433,Adults,(315)724-2158,Not Available,,,,NY,,Y,1,36,Oneida,Central New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Oneida Street Community Residence,435,Adults,(315)724-2158,Not Available,,,,NY,,Y,1,36,Oneida,Central New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Pathways to Independent Living,432,Adults,(315)724-2158,Not Available,,,,NY,,Y,1,36,Oneida,Central New York,Apartment/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Psychosocial Club,471,,(315)724-2158,(315)724-0120x222,1301 Howard Avenue,,Utica,NY,13501,N,,,Oneida,Central New York,Psychosocial Club,Support,Self-Help,"1301 Howard Avenue
Utica, NY 13501
(43.091549, -75.234114)"
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,Supported Housing,002,Adults,(315)724-2158,(315)724-2158x252,1408 Genesee Street,,Utica,NY,13502,N,,,Oneida,Central New York,Advocacy/Support Services,Support,Self-Help,"1408 Genesee Street
Utica, NY 13502
(43.094784, -75.244793)"
04/27/2018 09:52:56 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse Oneida & Madison Counties,043099,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,20560,Cath Char RC Dio/Syr NY Inc-Oneida/Madison,7324,West Thomas Street Community Residence,431,Adults,(315)724-2158,Not Available,,,,NY,,Y,1,36,Oneida,Central New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Center for Family Life and Recovery Inc.,000756,Center for Family Life and Recovery Inc.,47800,Center for Family Life and Recovery Inc.,8066,Self Help,004,Children Adolescents Adults,(315)733-1709,(315)733-1709,502 Court Street,Suite 401,Utica,NY,13502,N,,,Oneida,Central New York,Self-Help Programs,Support,Self-Help,"502 Court Street
Utica, NY 13502
(43.101314, -75.239446)"
04/27/2018 09:52:56 AM,Center for Family Life and Recovery Inc.,000756,Center for Family Life and Recovery Inc.,47800,Center for Family Life and Recovery Inc.,8066,Suicide Prevention Services,003,Children Adolescents Adults,(315)733-1709,(315)733-1709,502 Court Street,Suite 401,Utica,NY,13502,N,,,Oneida,Central New York,Advocacy/Support Services,Support,Self-Help,"502 Court Street
Utica, NY 13502
(43.101314, -75.239446)"
04/27/2018 09:52:56 AM,Central New York Psychiatric Center,000020,Central New York Psychiatric Center,50390,Central New York Psychiatric Center,0043,Marcy Mental Health Unit,819,Adults,(315)765-3600,(315)768-8581,P.O. Box 5000,,Marcy,NY,13403,N,,,Oneida,Central New York,Prison-based Forensic Mental Health Units,Support,Forensics,"5000 Marcy
NY 13403"
04/27/2018 09:52:56 AM,Central New York Psychiatric Center,000020,Central New York Psychiatric Center,50390,Central New York Psychiatric Center,0043,Marcy Residential Mental Health Unit,912,Adults,(315)765-3600,(315)769-1400,Route 4,,Marcy,NY,13403,N,,,Oneida,Central New York,Prison-based Forensic Mental Health Units,Support,Forensics,"4 Marcy
NY 13403"
04/27/2018 09:52:56 AM,Central New York Psychiatric Center,000020,Central New York Psychiatric Center,50390,Central New York Psychiatric Center,0043,Mid-State Satellite Unit,820,Adults,(315)765-3600,(315)768-8581,River Road,,Marcy,NY,13403,N,,,Oneida,Central New York,Prison-based Forensic Mental Health Units,Support,Forensics,
04/27/2018 09:52:56 AM,Central New York Psychiatric Center,000020,Central New York Psychiatric Center,50390,Central New York Psychiatric Center,0043,Mohawk Mental Health Unit,821,Adults,(315)765-3600,(315)768-8581,6100 School Road,,Rome,NY,13440,N,,,Oneida,Central New York,Prison-based Forensic Mental Health Units,Support,Forensics,"6100 School Road
Rome, NY 13440
(43.187426, -75.482445)"
04/27/2018 09:52:56 AM,Central New York Psychiatric Center,000020,Central New York Psychiatric Center,50390,Central New York Psychiatric Center,0043,Psychiatric Inpatient Unit,500,Adults,(315)765-3600,(315)765-3600,9005 Old River Road,,Marcy,NY,13403-0300,N,,,Oneida,Central New York,State Psychiatric Center Inpatient,Inpatient,State Psychiatric Center Inpatient,"9005 Old River Road
Marcy, NY 13403-0300
(43.164033, -75.309667)"
04/27/2018 09:52:56 AM,Central New York Psychiatric Center,000020,Central New York Psychiatric Center,50390,Central New York Psychiatric Center,0043,Walsh Mental Health Unit,824,Adults,(315)765-3600,(315)339-5232,6100 School Road,,Rome,NY,13440,N,,,Oneida,Central New York,Prison-based Forensic Mental Health Units,Support,Forensics,"6100 School Road
Rome, NY 13440
(43.187426, -75.482445)"
04/27/2018 09:52:56 AM,Central New York Services Inc.,569099,Central New York Services Inc.,36370,Central New York Services Inc.,8403,Advocacy,005,Adults,(315)478-2453,(315)478-2453,235 Elizabeth Street,,Utica,NY,13501,N,,,Oneida,Central New York,Advocacy/Support Services,Support,Self-Help,"235 Elizabeth Street
Utica, NY 13501
(43.100381, -75.228516)"
04/27/2018 09:52:56 AM,Central New York Services Inc.,569099,Central New York Services Inc.,36370,Central New York Services Inc.,8403,Screening - Court Program,472,,(315)478-2453,(315)735-2281,413 West Street,,Utica,NY,13502,N,,,Oneida,Central New York,Outreach,Support,General Support,"413 West Street
Utica, NY 13502
(43.094061, -75.227233)"
04/27/2018 09:52:56 AM,Central New York Services Inc.,569099,Central New York Services Inc.,36370,Central New York Services Inc.,8403,Screening - Jail Program,471,,(315)478-2453,(315)768-4744,6075 Judd Road,,Oriskany,NY,13424,N,,,Oneida,Central New York,Outreach,Support,General Support,"6075 Judd Road
Oriskany, NY 13424
(43.156695, -75.375518)"
04/27/2018 09:52:56 AM,Central New York Services Inc.,569099,Central New York Services Inc.,36370,Central New York Services Inc.,8403,Transition Management Services,007,Adults,(315)478-2453,(315)768-4744,6075 Judd Road,,Oriskany,NY,13424,N,,,Oneida,Central New York,Transition Management Services,Support,Care Coordination,"6075 Judd Road
Oriskany, NY 13424
(43.156695, -75.375518)"
04/27/2018 09:52:56 AM,Central New York Services Inc.,569099,Central New York Services Inc.,36370,Central New York Services Inc.,8403,Transition Manangement Services,013,Adults,(315)478-2453,(315)768-4744,6075 Judd Road,,Oriskany,NY,13424,N,,,Oneida,Central New York,Transition Management Services,Support,Care Coordination,"6075 Judd Road
Oriskany, NY 13424
(43.156695, -75.375518)"
04/27/2018 09:52:56 AM,Mohawk Valley Health System,530099,Faxton - St. Luke's Healthcare,81860,Faxton - St. Luke's Healthcare,8533,Faxton-St. Luke's Healthcare Psychiatric IP Unit,020,Adults,(315)798-6000,(315)798-6000x6332,1656 Champlin Avenue,,Utica,NY,13502-4830,Y,,36,Oneida,Central New York,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,"1656 Champlin Avenue
Utica, NY 13502-4830"
04/27/2018 09:52:56 AM,House of the Good Shepherd,625099,House of the Good Shepherd,20710,House of the Good Shepherd,8927,House of the Good Shepherd RTF,040,Children Adolescents,(315)235-7600,(315)235-7680,1550 Champlin Avenue,,Utica,NY,13502-4894,Y,,36,Oneida,Central New York,Residential Treatment Facility - Children & Youth,Inpatient,Residential Treatment Facility - Children & Youth,"1550 Champlin Avenue
Utica, NY 13502-4894
(43.101812, -75.273645)"
04/27/2018 09:52:56 AM,House of the Good Shepherd,625099,House of the Good Shepherd,20710,House of the Good Shepherd,8927,House of the Good Shepherd - RTF Trans Coord,001,Children Adolescents,(315)235-7600,(315)235-7680,1550 Champlin Avenue,,Utica,NY,13502-4894,N,,,Oneida,Central New York,Residential Treatment Facility Transition Coordinator - Community,Support,Care Coordination,"1550 Champlin Avenue
Utica, NY 13502-4894
(43.101812, -75.273645)"
04/27/2018 09:52:56 AM,Human Technologies Corporation,283099,Human Technologies Corporation,40260,Human Technologies Corporation,6276,Ongoing Integrated Supported Employment,001,Adults,(315)724-9891,(315)724-9891,2260 Dwyer Avenue,,Utica,NY,13501,N,,,Oneida,Central New York,Ongoing Integrated Supported Employment Services,Support,Vocational,"2260 Dwyer Avenue
Utica, NY 13501
(43.091782, -75.187024)"
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,Mobile Integration Team,028,Adults,(315)738-3800,(315)738-3946,1400 Noyes Street,,Utica,NY,13502,N,,,Oneida,Central New York,Mobile Integration Team,Support,General Support,"1400 Noyes Street
Utica, NY 13502
(43.102249, -75.260626)"
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,Mohawk Valley PC - C&Y ICM,888,Children Adolescents,(315)738-3800,(315)738-4446x6113,1400 Noyes Street,Building 63,Utica,NY,13502,N,,,Oneida,Central New York,Intensive Case Management,Support,Care Coordination,"1400 Noyes Street
Utica, NY 13502
(43.102249, -75.260626)"
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,Mohawk Valley PC - HHCM,025,Adults,(315)738-3800,(315)738-4446,1400 Noyes Street,,Utica,NY,13502,N,,,Oneida,Central New York,Health Home Care Management,Support,Care Coordination,"1400 Noyes Street
Utica, NY 13502
(43.102249, -75.260626)"
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,MVPC ACT,553,Adults,(315)738-3800,(315)738-4023,1400 Noyes Street,Building 63,Utica,NY,13502-3854,Y,,36,Oneida,Central New York,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,"1400 Noyes Street
Utica, NY 13502-3854
(43.102249, -75.260626)"
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,Psychiatric Inpatient Unit,500,Children Adolescents,(315)738-3800,(315)738-3800,1400 Noyes Street,,Utica,NY,13502-3852,N,,,Oneida,Central New York,State Psychiatric Center Inpatient,Inpatient,State Psychiatric Center Inpatient,"1400 Noyes Street
Utica, NY 13502-3852
(43.102249, -75.260626)"
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,Rome Clinic,230,Adults,(315)738-3800,(315)336-6230,227 West Dominick Street,,Rome,NY,13440-5859,Y,,36,Oneida,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,"227 West Dominick Street
Rome, NY 13440-5859
(43.212141, -75.46043)"
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,Skilled Nursing Facility Enhanced Support Program,061,Adults,(315)738-3800,(315)738-3800,1400 Noyes Street,,Utica,NY,13502,N,,,Oneida,Central New York,Nursing Home Support,Support,General Support,"1400 Noyes Street
Utica, NY 13502
(43.102249, -75.260626)"
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,Transitional Living Center,870,Adults,(315)738-3800,Not Available,,,,NY,,Y,1,36,Oneida,Central New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,Vocational Services at the Corner,050,Adults,(315)738-3800,(315)738-4420,1400 Noyes Street,,Utica,NY,13502,N,,,Oneida,Central New York,Assisted Competitive Employment,Support,Vocational,"1400 Noyes Street
Utica, NY 13502
(43.102249, -75.260626)"
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,Whitesboro Community Residence,860,Adults,(315)738-3800,Not Available,,,,NY,,Y,1,36,Oneida,Central New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,York Street Clinic,210,Adults,(315)738-3800,(315)738-2645,1400 Noyes Street,Building 63,Utica,NY,13502-3854,Y,,36,Oneida,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,"1400 Noyes Street
Utica, NY 13502-3854
(43.102249, -75.260626)"
04/27/2018 09:52:56 AM,Mohawk Valley Psychiatric Center,911099,Mohawk Valley Psychiatric Center,90320,Mohawk Valley Psychiatric Center,0045,Yorkville Community Residence,850,Adults,(315)738-3800,Not Available,,,,NY,,Y,1,36,Oneida,Central New York,Congregate/Treatment,Residential,Treatment Program,
04/27/2018 09:52:56 AM,NYS ARC Oneida-Lewis County Chapter,000126,NYS ARC Oneida-Lewis County Chapter,40550,NYS ARC Oneida-Lewis County Chapter,6128,Assisted Competitive Employment,001,Adults,(315)735-6477,(315)735-6477x1505,245 Genesee Street,,Utica,NY,13501-3401,N,,,Oneida,Central New York,Assisted Competitive Employment,Support,Vocational,"245 Genesee Street
Utica, NY 13501-3401
(43.100138, -75.233793)"
