Agency Name,Program Name,Populations Served,Agency Phone,Program Phone,Program Address 1,Program City,Program State,Program Zip,Program County,Program Region,Program Type Description,Program Category Description,Program Subcategory Description,Complete Address,lat,lon
Access: Supports for Living Inc.,Brooks Avenue Community Residence,Adults,(845)692-4454,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Access: Supports for Living Inc.,Enriched Crisis Respite (PATH),Adults,(845)692-4454,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Crisis/Respite Beds,Emergency,Crisis,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Access: Supports for Living Inc.,Partners in Recovery Project,Adults,(845)692-4454,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Access: Supports for Living Inc.,Supported Housing Community Services-Comm.Svcs,Adults,(845)692-4454,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Access: Supports for Living Inc.,Supported Housing/Forensic Orange Cty-Community Se-Comm.Svcs,Adults,(845)692-4454,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Access: Supports for Living Inc.,Supported Housing/PC Long Stay Community Services-Comm.Svcs,Adults,(845)692-4454,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Access: Supports for Living Inc.,Transitional Living Services,Adults,(845)692-4454,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Access: Supports for Living Inc.,Transportation,Not Reported,(845)692-4454,(914)695-1181,15 Fini Drive,Middletown,NY,10940,Orange,Hudson River,Transportation,Support,General Support,15 Fini Drive Middletown Orange NY US 10940,"NA","NA"
Central New York Psychiatric Center,Otisville Catchment Facility,Adults,(315)765-3600,(845)895-9159,P.O. Box 8,Otisville,NY,10963,Orange,Hudson River,Prison-based Forensic Mental Health Units,Support,Forensics,P.O. Box 8 Otisville Orange NY US 10963,"NA","NA"
HONOR EHG Inc.,Middletown Addiction Crisis Center,Adults,(845)343-7115,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Crisis/Respite Beds,Emergency,Crisis,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Hospital Audiences Inc.,Orange Advocacy/Support Services,Children Adolescents Adults,(212)575-7676,(212)575-7676x231,3302 Skillman Avenue,Long Island City,NY,11101-2337,Orange,Hudson River,Advocacy/Support Services,Support,Self-Help,3302 Skillman Avenue Long Island City Orange NY US 11101-2337,"NA","NA"
Independent Living Inc.,Independent Living SH/Forensic SH Orange County - Comm. Svcs,Adults,(845)565-1162,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Independent Living Inc.,Independent Living SH/PC Long Stay Orange County - Comm Svcs,Adults,(845)565-1162,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Independent Living Inc.,Independent Living SH/Safe Harbors - Comm. Svcs,Adults,(845)565-1162,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Independent Living Inc.,Independent Living Supp Hsing/RCE SH Orange Cty - Comm Svcs,Adults,(845)565-1162,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Independent Living Inc.,Indep Living SH/Transformation SH Orange Cty - Comm Svcs,Adults,(845)565-1162,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Mental Health Association in Orange County,FRIENDS,Children Adolescents,(845)342-2400,(845)342-2400,73 County Highway 108,Middletown,NY,10940,Orange,Hudson River,Family Support Services - Children & Family,Support,General Support,73 County Highway 108 Middletown Orange NY US 10940,"NA","NA"
Mental Health Association in Orange County,MHA Orange Co. Supported Housing - Comm.Svcs.,Adults,(845)342-2400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Mental Health Association in Orange County,MHA Orange Co. Supported Housing/HDH-Comm.Svcs.,Adults,(845)342-2400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Mental Health Association in Orange County,MHA Orange Cty/PC Long Stay SH - Comm Svcs,Adults,(845)342-2400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Mental Health Association in Orange County,MHA Orange Cty SH/Forensic SH Org Cty - Comm Svcs,Adults,(845)342-2400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Mental Health Association in Orange County,MHA Orange Supp Hsing/RCE SH Orange Cty - Comm Svcs,Adults,(845)342-2400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Mental Health Association in Orange County,MHA Orange Supp Hsing/Transformation SH - Comm Svcs,Adults,(845)342-2400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Mid-Hudson Psychiatric Center,Psychiatric Inpatient Unit,Adults,(845)374-8700,(845)374-8700,Route 17m,New Hampton,NY,10958,Orange,Hudson River,State Psychiatric Center Inpatient,Inpatient,State Psychiatric Center Inpatient,Route 17m New Hampton Orange NY US 10958,"NA","NA"
Projects to Empower and Organize the Psychiat,PEOPLe Supp Housing/Orange County PC Long Stay - Comm Svcs,Adults,(845)452-2728,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Projects to Empower and Organize the Psychiat,PEOPLe Supp Housing/STP SH Orange Cty - Comm Svcs,Adults,(845)452-2728,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Projects to Empower and Organize the Psychiat,PEOPLe Supp Hsing/RCE SH Orange County - Comm Svcs,Adults,(845)452-2728,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Projects to Empower and Organize the Psychiat,PEOPLe-Supported Housing-Orange County-Comm.Svcs.,Adults,(845)452-2728,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,Hamptonburgh Community Residence for Adolescents,Children Adolescents,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Children & Youth Community Residence,Residential,Treatment Program,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Middletown Community Residence,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Monhagen Avenue Geriatric Residence,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Orange Apartments,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS Supp Housing/Orange County Family SH-Comm Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS Supp Housing/RCE SH Orange County - Comm Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS Supp Housing/Transformation SH Orange Cty - Comm Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Supported Housing/Forensic Orange County - Comm. Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Supported Housing MRT Orange County SH - Comm. Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Supported Housing/Orange Co. PC Long Stay - Comm. Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Supported Housing/Orange County - Comm. Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Washingtonville Residence,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rockland Children's Psychiatric Center,RCPC Orange Day Treatment,Children Adolescents,(845)359-7400,(845)457-1898x0986,53 Gibson Road E Axelrod Educ Ctr,Goshen,NY,10924-6709,Orange,Hudson River,Day Treatment,Outpatient,Day Treatment,53 Gibson Road E Axelrod Educ Ctr Goshen Orange NY US 10924-6709,"NA","NA"
Rockland Psychiatric Center,Middletown SOCR,Adults,(845)359-1000,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Congregate/Support,Residential,Support Program,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Rockland Psychiatric Center,Middletown Transitional Program,Adults,(845)359-1000,Not Available,Not Reported,Not Reported,NY,Not Reported,Orange,Hudson River,Congregate/Support,Residential,Support Program,Not Reported Not Reported Orange NY US Not Reported,"NA","NA"
Hillside Children's Center,GLOW Family Support - Orleans County,Children Adolescents Adults,(585)256-7585,(585)786-5900,96 W. Buffalo Street,Warsaw,NY,14569,Orleans,Western New York,Family Support Services - Children & Family,Support,General Support,96 W. Buffalo Street Warsaw Orleans NY US 14569,"NA","NA"
Living Opportunities of DePaul Inc.,ADULT CRISIS TH,Adults,(716)391-5400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orleans,Western New York,Crisis/Respite Beds,Emergency,Crisis,Not Reported Not Reported Orleans NY US Not Reported,"NA","NA"
Living Opportunities of DePaul Inc.,EMERGENCY CRISIS APARTMENTS,Adults,(716)391-5400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orleans,Western New York,Crisis/Respite Beds,Emergency,Crisis,Not Reported Not Reported Orleans NY US Not Reported,"NA","NA"
Living Opportunities of DePaul Inc.,LO DePaul SH/Transformation SH Orleans Cty - Comm Svcs,Adults,(716)391-5400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orleans,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orleans NY US Not Reported,"NA","NA"
Living Opportunities of DePaul Inc.,LO DePaul Supp Housing/RCE SH Orleans Cty - Comm Svcs,Adults,(716)391-5400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orleans,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orleans NY US Not Reported,"NA","NA"
Living Opportunities of DePaul Inc.,LO-DePaul Supported Housing/Orleans County-Comm.Svcs.,Adults,(716)391-5400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orleans,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Orleans NY US Not Reported,"NA","NA"
Living Opportunities of DePaul Inc.,Orleans County Treatment Apartment Program,Adults,(716)391-5400,Not Available,Not Reported,Not Reported,NY,Not Reported,Orleans,Western New York,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Orleans NY US Not Reported,"NA","NA"
MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,Orleans County Crisis Response Team,Children Adolescents Adults,(716)662-2040,(716)882-4357,1280 Main Street,Buffalo,NY,14209,Orleans,Western New York,Crisis  Intervention,Emergency,Crisis,1280 Main Street Buffalo Orleans NY US 14209,"NA","NA"
Orleans County Department of Mental Health,Advocacy - Child Fund RIV,Not Reported,(585)589-3260,(585)589-7066x3292,14014 Route 31w,Albion,NY,14411,Orleans,Western New York,Advocacy/Support Services,Support,Self-Help,14014 Route 31w Albion Orleans NY US 14411,"NA","NA"
Orleans County Department of Mental Health,Crisis Intervention,Children Adolescents Adults,(585)589-3260,(585)589-7066,14014 Route 31 West,Albion,NY,14411,Orleans,Western New York,Crisis  Intervention,Emergency,Crisis,14014 Route 31 West Albion Orleans NY US 14411,"NA","NA"
Orleans County Department of Mental Health,Health Home  Care Management C&Y,Adolescents,(585)589-3260,(585)589-7066,1401 Route 31w,Albion,NY,14411,Orleans,Western New York,Health Home Care Management,Support,Care Coordination,1401 Route 31w Albion Orleans NY US 14411,"NA","NA"
Orleans County Department of Mental Health,Health Home Non Medicaid Care Management C&Y,Adolescents,(585)589-3260,(585)589-7066,1401 Route 31w,Albion,NY,14411,Orleans,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,1401 Route 31w Albion Orleans NY US 14411,"NA","NA"
Orleans County Department of Mental Health,Orleans County DMH - HH CM,Adults,(585)589-3260,(585)589-7066x3290,14014 Route 31w,Albion,NY,14411,Orleans,Western New York,Health Home Care Management,Support,Care Coordination,14014 Route 31w Albion Orleans NY US 14411,"NA","NA"
Orleans County Department of Mental Health,Orleans County DMH - HH Non-Med CM,Adults,(585)589-3260,(585)589-7066x3290,14014 Route 31w,Albion,NY,14411,Orleans,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,14014 Route 31w Albion Orleans NY US 14411,"NA","NA"
Orleans County Department of Mental Health,Orleans County Mental Health Clinic,Children Adolescents Adults,(585)589-3260,(585)589-7066,14014 Route 31w,Albion,NY,14411-9373,Orleans,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,14014 Route 31w Albion Orleans NY US 14411-9373,"NA","NA"
Orleans County Department of Mental Health,Orleans Lifeline,Children Adolescents Adults,(585)589-3260,(585)232-1111,422 South Clinton Avenue,Rochester,NY,14620,Orleans,Western New York,Advocacy/Support Services,Support,Self-Help,422 South Clinton Avenue Rochester Orleans NY US 14620,"NA","NA"
Orleans County Department of Mental Health,Suicide Prevention Coalition of Orleans County,Not Reported,(585)589-3260,(585)589-7066,14014 Route 31 West,Albion,NY,14411,Orleans,Western New York,Advocacy/Support Services,Support,Self-Help,14014 Route 31 West Albion Orleans NY US 14411,"NA","NA"
Orleans County Department of Mental Health,Transition Management,Adults,(585)589-3260,(585)589-7066x3292,14014 Route 31w,Albion,NY,14411,Orleans,Western New York,Transition Management Services,Support,Care Coordination,14014 Route 31w Albion Orleans NY US 14411,"NA","NA"
The ARC of Orleans County dba ARC of Genesee,ARC of Orleans - West Avenue Residence,Adults,(585)589-5516,Not Available,Not Reported,Not Reported,NY,Not Reported,Orleans,Western New York,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Orleans NY US Not Reported,"NA","NA"
Cath Char/RC Diocese Syracuse Inc. Oswego,Adult Transportation,Adults,(315)598-3980,(315)598-3980,365 West 1st Street,Fulton,NY,13069,Oswego,Central New York,Transportation,Support,General Support,365 West 1st Street Fulton Oswego NY US 13069,"NA","NA"
Cath Char/RC Diocese Syracuse Inc. Oswego,Advocacy & Mentoring Program,Children Adolescents Adults,(315)598-3980,(315)598-3980,365 West 1st Street,Fulton,NY,13069,Oswego,Central New York,Advocacy/Support Services,Support,Self-Help,365 West 1st Street Fulton Oswego NY US 13069,"NA","NA"
Cath Char/RC Diocese Syracuse Inc. Oswego,Catholic Charities Syracuse - HH CM - Oswego Co.,Adults,(315)598-3980,(315)598-3980,365 West 1st Street,Fulton,NY,13069,Oswego,Central New York,Health Home Care Management,Support,Care Coordination,365 West 1st Street Fulton Oswego NY US 13069,"NA","NA"
Cath Char/RC Diocese Syracuse Inc. Oswego,Catholic Charities Syracuse - HH Non- Med CM - Oswego Co.,Adults,(315)598-3980,(315)598-3980,365 West 1st Street,Fulton,NY,13069,Oswego,Central New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,365 West 1st Street Fulton Oswego NY US 13069,"NA","NA"
Cath Char/RC Diocese Syracuse Inc. Oswego,Forensic Education and Training,Adults,(315)598-3980,(315)598-3980,365 West 1st Street,Fulton,NY,13069,Oswego,Central New York,Advocacy/Support Services,Support,Self-Help,365 West 1st Street Fulton Oswego NY US 13069,"NA","NA"
Cath Char/RC Diocese Syracuse Inc. Oswego,Forensics Outreach,Adults,(315)598-3980,(315)598-3980,365 West 1st Street,Fulton,NY,13069,Oswego,Central New York,Outreach,Support,General Support,365 West 1st Street Fulton Oswego NY US 13069,"NA","NA"
Cath Char/RC Diocese Syracuse Inc. Oswego,Forensics Transition Management,Adults,(315)598-3980,(315)598-3980,365 West 1st Street,Fulton,NY,13069,Oswego,Central New York,Transition Management Services,Support,Care Coordination,365 West 1st Street Fulton Oswego NY US 13069,"NA","NA"
Cath Char/RC Diocese Syracuse Inc. Oswego,Step By Step Wellness Program,Adults,(315)598-3980,(315)598-3980,365 West 1st Street,Fulton,NY,13069,Oswego,Central New York,Advocacy/Support Services,Support,Self-Help,365 West 1st Street Fulton Oswego NY US 13069,"NA","NA"
Cath Char/RC Diocese Syracuse Inc. Oswego,Young Adult Independent Living Skills,Adults,(315)598-3980,(315)598-3980x223,365 West 1st St,Fulton,NY,13069,Oswego,Central New York,Advocacy/Support Services,Support,Self-Help,365 West 1st St Fulton Oswego NY US 13069,"NA","NA"
Cath Char/RC Diocese Syracuse Inc. Oswego,Youth Transportation,Children,(315)598-3980,(315)598-3980x223,365 West 1st Street,Fulton,NY,13069,Oswego,Central New York,Transportation,Support,General Support,365 West 1st Street Fulton Oswego NY US 13069,"NA","NA"
Hillside Children's Center,Stepping Stones Day Treatment,Children Adolescents,(585)256-7585,(315)593-8608,167 South Fourth Street,Fulton,NY,13069-1859,Oswego,Central New York,Day Treatment,Outpatient,Day Treatment,167 South Fourth Street Fulton Oswego NY US 13069-1859,"NA","NA"
Oswego County Opportunities Inc.,Mental Health Crisis Residential Service,Adults,(315)598-4710,Not Available,Not Reported,Not Reported,NY,Not Reported,Oswego,Central New York,Crisis/Respite Beds,Emergency,Crisis,Not Reported Not Reported Oswego NY US Not Reported,"NA","NA"
Oswego County Opportunities Inc.,OCO Supp Housing/MRT SH Oswego Cty - Comm Svcs,Adults,(315)598-4710,Not Available,Not Reported,Not Reported,NY,Not Reported,Oswego,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Oswego NY US Not Reported,"NA","NA"
Oswego County Opportunities Inc.,OCO Supp Housing/Oswego SH -Comm Svcs,Adults,(315)598-4710,Not Available,Not Reported,Not Reported,NY,Not Reported,Oswego,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Oswego NY US Not Reported,"NA","NA"
Oswego County Opportunities Inc.,OCO Supp Housing/PC Long Stay Oswego Cty - Comm Svcs,Adults,(315)598-4710,Not Available,Not Reported,Not Reported,NY,Not Reported,Oswego,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Oswego NY US Not Reported,"NA","NA"
Oswego County Opportunities Inc.,OCO Supp Housing/Transformation SH Oswego - Comm Svcs,Adults,(315)598-4710,Not Available,Not Reported,Not Reported,NY,Not Reported,Oswego,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Oswego NY US Not Reported,"NA","NA"
Oswego County Opportunities Inc.,Oswego County Opportunities Apartment Program,Adults,(315)598-4710,Not Available,Not Reported,Not Reported,NY,Not Reported,Oswego,Central New York,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Oswego NY US Not Reported,"NA","NA"
Oswego County Opportunities Inc.,Oswego County Opportunities - Transitional Living Residence,Adults,(315)598-4710,Not Available,Not Reported,Not Reported,NY,Not Reported,Oswego,Central New York,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Oswego NY US Not Reported,"NA","NA"
Mental Health Association in Ulster County,Children's HCBS Waiver Indiviualized Care Coordination,Children Adolescents,(845)336-4747,(607)433-0700x6001,5546 State Highway 7,Oneonta,NY,13820,Otsego,Central New York,Children's HCBS Waiver Individualized Care Coordination,Support,Care Coordination,5546 State Highway 7 Oneonta Otsego NY US 13820,"NA","NA"
Mental Health Association in Ulster County,Otsego County Family Support Services,Children Adolescents,(845)336-4747,(607)433-0700,5546 State Highway 7,Oneonta,NY,13820,Otsego,Central New York,Family Support Services - Children & Family,Support,General Support,5546 State Highway 7 Oneonta Otsego NY US 13820,"NA","NA"
Mental Health Association in Ulster County,Otsego County Nurse Practitioner,Children Adolescents,(845)336-4747,(607)433-0700,5546 State Highway 7,Oneonta,NY,13820,Otsego,Central New York,Advocacy/Support Services,Support,Self-Help,5546 State Highway 7 Oneonta Otsego NY US 13820,"NA","NA"
Rehabilitation Support Services Inc.,CRISIS ADOLESCENT & ADULT BED,Adolescents Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Otsego,Central New York,Crisis/Respite Beds,Emergency,Crisis,Not Reported Not Reported Otsego NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,CRISIS STABILIZATION APARTMENT,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Otsego,Central New York,Crisis/Respite Beds,Emergency,Crisis,Not Reported Not Reported Otsego NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Elm Street Residence,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Otsego,Central New York,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Otsego NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Elmwood Avenue Residence,Children Adolescents,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Otsego,Central New York,Children & Youth Community Residence,Residential,Treatment Program,Not Reported Not Reported Otsego NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Otsego Apartments,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Otsego,Central New York,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Otsego NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS Supp Housing/RCE SH Otsego County - Comm Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Otsego,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Otsego NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS Supp Housing/Transformation SH Otsego Cty - Comm Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Otsego,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Otsego NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Supported Housing/Otsego County I - Comm. Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Otsego,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Otsego NY US Not Reported,"NA","NA"
Rehabilitation Support Services Inc.,RSS - Supported Housing/Otsego County II - Comm. Svcs,Adults,(518)464-1511,Not Available,Not Reported,Not Reported,NY,Not Reported,Otsego,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Otsego NY US Not Reported,"NA","NA"
Green Chimneys Children's Services Inc.,Children's HCBS Waiver Individualized Care Coordination,Children Adolescents,(845)279-2996,(845)279-2378,1689 Route 22,Brewster,NY,10509,Putnam,Hudson River,Children's HCBS Waiver Individualized Care Coordination,Support,Care Coordination,1689 Route 22 Brewster Putnam NY US 10509,"NA","NA"
Mental Health Association of Westchester Coun,MHA Westchester SH/Transformation SH Putnam Cty - Comm Svcs,Adults,(914)345-5900,Not Available,Not Reported,Not Reported,NY,Not Reported,Putnam,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Putnam NY US Not Reported,"NA","NA"
NYS ARC Putnam County Chapter,Putnam ARC,Adults,(845)278-7272,(845)225-5650x131,1938 Route 6,Carmel,NY,10512,Putnam,Hudson River,Ongoing Integrated Supported Employment Services,Support,Vocational,1938 Route 6 Carmel Putnam NY US 10512,"NA","NA"
NYS ARC Putnam County Chapter,Putnam ARC,Adults,(845)278-7272,(845)225-5650x131,1938 Route 6,Carmel,NY,10512,Putnam,Hudson River,Work Program,Support,Vocational,1938 Route 6 Carmel Putnam NY US 10512,"NA","NA"
Projects to Empower and Organize the Psychiat,PEOPLe Supp Housing/Transformation SH Putnam Cty - Comm Svcs,Adults,(845)452-2728,Not Available,Not Reported,Not Reported,NY,Not Reported,Putnam,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Putnam NY US Not Reported,"NA","NA"
Projects to Empower and Organize the Psychiat,PEOPLe Supp Hsing/RCE SH Putnam County - Comm Svcs,Adults,(845)452-2728,Not Available,Not Reported,Not Reported,NY,Not Reported,Putnam,Hudson River,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Putnam NY US Not Reported,"NA","NA"
